epoch_idx,grad_norm,explained_variance,fps,value_loss,P01:episode_rewards,policy_entropy,advantage_norm,P09:episode_rewards,episode_length,PMM:episode_rewards,frames,policy_loss
1246,0.8620765675069095,0.949221379160881,277,0.059992491747252644,199.60000000000002,0.962647202014923,2.570706608891487,413.1,2038.77,337.68,9968000,-0.01076179627350939
1247,1.4139534585948974,0.9445440459251404,277,0.12598925907164812,199.60000000000002,0.9510915184020996,3.7479986107349395,414.0,2032.83,337.24,9976000,-0.022908664983115157
1248,1.2418039857935625,0.9528342825174332,277,0.10711902448907494,153.70000000000002,0.9650825107097626,3.6955139625072477,414.0,2024.97,334.54,9984000,-0.0030688052118057387
1249,0.7909632315041603,0.9167197006940841,278,0.06569844904821366,142.0,1.0219767916202545,2.8037220281362534,414.0,2013.38,331.44,9992000,-0.022988153740298004
1250,1.1440318832066445,0.9508594053983689,278,0.0789976633200422,142.0,0.977392491698265,3.0569859445095062,414.0,2017.16,331.04,10000000,0.001074773570871912
1251,1.2339525937035174,0.9553269875049591,278,0.07976210511289537,142.0,0.9453349709510803,3.175356554985046,414.0,2011.63,329.94,10008000,-0.02278967142730835
1252,1.1481638281513273,0.9589909428358078,278,0.08487856631167233,200.9,0.9724542975425721,3.2363245606422426,414.0,2019.71,333.65,10016000,-0.003995710057206452
1253,1.1636010864295603,0.9313209080696105,278,0.09127616326324642,200.9,0.9718791610002517,3.3509126341342927,414.0,2017.9,336.39,10024000,-0.01461756142321974
1254,1.1148471075892672,0.9462952637672424,278,0.09240889487788082,153.70000000000002,0.9456563127040863,3.2085728764534,414.0,2003.23,332.64,10032000,-0.02268493776966352
1255,1.1774229036065713,0.9388722759485245,278,0.08085959210060537,200.9,0.953732481598854,3.233042871952057,414.20000000000005,2062.49,334.99,10040000,-0.01293070363230072
1256,1.1758536284625292,0.9188479107618331,278,0.09588354384992272,203.4,0.9992991054058075,3.2666157448291777,416.1,2060.77,334.64,10048000,-0.01977307788649341
1257,0.928988951466534,0.9479006916284561,278,0.06646558148786426,243.7,0.9995959478616715,2.927354817390442,416.1,2075.02,340.86,10056000,-0.014512720878701656
1258,1.181388467474814,0.6755448251962661,278,0.08805802617222071,125.60000000000001,1.0081194838881493,3.313438266515732,414.30000000000007,1997.4,321.92,10064000,-0.017635591236612527
1259,0.8194964949011195,0.4232265704870224,278,0.03309901628177613,28.799999999999997,1.089075893163681,2.1297694379091263,414.0,1814.18,279.05,10072000,0.002468650486553088
1260,0.6745520053659162,0.7529199975728988,278,0.0464923360478133,28.799999999999997,0.9887748479843139,2.1937312030792238,414.0,1799.22,274.7,10080000,-0.013074786138604395
1261,1.4070669077510078,0.8861506080627441,278,0.12027809790335596,28.799999999999997,0.9181276762485504,3.663708927631378,414.0,1788.27,271.72,10088000,-0.003498415667563677
1262,1.9439705892846766,0.9181825137138366,278,0.20538863202556967,28.799999999999997,0.8827328568696976,4.82263756275177,413.1,1759.75,270.22,10096000,-0.023794478537747635
1263,1.137663599953257,0.9399025589227676,278,0.0796469498053193,28.799999999999997,0.9540470314025878,3.2027646040916444,413.1,1762.34,269.48,10104000,-0.01821992443333329
1264,1.0476854247397944,0.9503114116191864,278,0.084955916358158,28.799999999999997,0.9514560598134995,3.1131268620491026,413.1,1779.4,269.73,10112000,-0.010929679598193616
1265,1.2267727401963981,0.9422663158178329,278,0.1088701205700636,28.799999999999997,0.9729711890220643,3.7008975625038145,413.1,1794.6,272.92,10120000,-0.00789233737392351
1266,0.8858478254699601,0.8952492487430572,278,0.06978712690994143,28.799999999999997,0.9862050145864487,2.949297869801521,410.0,1789.71,272.94,10128000,-0.013483593224082142
1267,0.9629987289179972,0.9280006629228592,278,0.09205501747317613,28.799999999999997,0.9351230084896087,3.114902113676071,410.0,1787.34,272.69,10136000,-0.02135097042832058
1268,0.8755358508315755,0.9485673886537552,278,0.08680870433337987,28.799999999999997,0.8831533855199813,3.3028728675842287,410.0,1778.62,272.66,10144000,-0.002909986873273738
1269,0.954261214320332,0.9526145994663239,278,0.0768239660654217,28.799999999999997,0.9165041065216064,3.110685621500015,409.1,1793.5,272.73,10152000,-0.02287345244316384
1270,0.8870490457432867,0.9578306120634079,278,0.06402451880276203,28.799999999999997,0.9630901139974594,2.8261770021915438,409.1,1836.68,276.55,10160000,-0.011586078701075166
1271,0.6764124713062618,0.9487527912855148,278,0.047644326500594615,28.799999999999997,0.96398916721344,2.4566617572307585,410.0,1848.31,277.27,10168000,-0.010474677936872467
1272,1.2078933012512965,0.939748585820198,278,0.11180098338983953,28.799999999999997,0.9464267861843109,3.698314597606659,410.0,1849.07,277.09,10176000,-0.014678660579957068
1273,0.9629545204451676,0.9331395626068115,278,0.07846370529383422,28.799999999999997,0.9783627301454544,3.1651775181293487,410.0,1841.14,275.14,10184000,-0.014426536816172302
1274,1.128749084591389,0.9362947827577591,278,0.07553350119851529,28.799999999999997,0.9411283844709396,3.089828782081604,410.0,1840.21,276.49,10192000,-0.018312380829274843
1275,0.8798044475822828,0.9493957579135894,278,0.05591859310865402,28.799999999999997,0.937935516834259,2.699330829381943,410.3,1849.51,277.75,10200000,-0.012455941496009473
1276,1.289767408178995,0.9349548381567001,278,0.10633863593451678,28.799999999999997,0.9054471212625503,3.47176207780838,410.3,1868.97,276.81,10208000,-0.012367634568363428
1277,0.8990982300303139,0.9527658528089523,278,0.0598829054646194,28.799999999999997,0.8905245679616928,2.903073997497559,413.1,1913.67,281.04,10216000,-0.006132100798713509
1278,0.7813074246507338,0.9702486628293991,278,0.047646896275691686,28.799999999999997,0.8686129724979401,2.369280979633331,411.20000000000005,1917.27,280.49,10224000,-0.015047339604934677
1279,1.2386515010272365,0.9486355453729629,278,0.1250860401429236,28.799999999999997,0.9099005961418152,3.682145217657089,412.1,1888.41,281.98,10232000,-0.008027817903785034
1280,1.0428794496936664,0.9172625905275344,278,0.0926498952601105,28.799999999999997,0.9340385591983795,3.485221110582352,412.1,1909.61,282.45,10240000,-0.017841212026542052
1281,0.7572900175650742,0.9648433697223663,278,0.049508205945603546,28.799999999999997,0.9515695923566818,2.491749093532562,413.1,1919.73,286.19,10248000,-0.012534670107997954
1282,0.8882450345980475,0.8865463048219681,278,0.06175355353392661,28.799999999999997,0.9465093231201172,2.8574388229846956,413.1,1923.21,287.93,10256000,-0.014786840108572506
1283,1.156219063171024,0.9512342154979706,279,0.09780964348465204,28.799999999999997,0.9072131818532944,3.332740559577942,413.1,1940.54,291.78,10264000,-0.012516042278439271
1284,1.380160679871212,0.9021331393718719,279,0.1281171436794102,28.799999999999997,0.8909017133712769,4.046835783720017,413.1,1936.9,292.79,10272000,-0.007455102714011445
1285,0.881843532034097,0.9514424502849579,279,0.05882573863491416,41.699999999999996,0.921752433180809,2.7465939891338347,414.20000000000005,2036.66,317.63,10280000,-0.023086810106688064
1286,0.9882985290383491,0.8614798498153686,279,0.0802181275933981,100.4,0.9950567185878754,3.0474849152565002,414.20000000000005,2099.51,329.49,10288000,-0.015912059951806442
1287,0.9779369665293294,0.9147222650051117,279,0.08010820002760738,139.5,0.91600026845932,2.821743414402008,416.0,2153.02,337.48,10296000,-0.022650547457160428
1288,1.1989245791665095,0.9506714802980423,279,0.1048889193776995,216.9,0.8920468491315842,3.4670194458961485,416.0,2202.89,348.38,10304000,-0.008011676294263453
1289,0.8219173569588314,0.936223856806755,279,0.0724070241767913,224.4,0.9279566866159439,2.872141584157944,416.0,2215.14,350.32,10312000,-0.008053838833293412
1290,0.8390756696477482,0.9552392137050628,279,0.06619338313583284,224.4,0.946818300485611,2.654313990473747,416.0,2219.38,350.21,10320000,-0.008563028754433617
1291,1.1648961030528688,0.9481104874610901,279,0.08060065070167184,198.9,0.9336355972290039,3.044376087188721,416.0,2224.24,347.73,10328000,-0.009998895385069772
1292,1.2033990734999598,0.9365501201152802,279,0.10353390587028116,198.9,0.9391019213199615,3.428319591283798,416.0,2202.76,346.11,10336000,-0.014827829556306824
1293,1.0208755945814318,0.9349422615766525,279,0.08280267206020653,195.9,1.013501290678978,3.226754097342491,416.0,2207.55,344.17,10344000,-0.013767548129835631
1294,0.9482452116587098,0.9528309470415115,279,0.08857962234411389,149.0,0.9747532278299331,2.9473024713993072,416.3,2197.5,339.31,10352000,-0.017177947639356716
1295,0.9061206808677875,0.9478768908977508,279,0.0785758146038279,148.5,0.9804629719257355,2.997936331033707,416.3,2195.9,337.04,10360000,-0.02193223994661821
1296,1.1228327286986932,0.9263405579328537,279,0.10062892109155655,114.6,0.9784670984745025,3.4147264337539673,416.3,2163.03,330.3,10368000,-0.020864235776825807
1297,1.2950051058854317,0.9520140051841736,279,0.10541054087225347,100.9,0.9539062762260437,3.4297317051887513,416.0,2131.22,323.98,10376000,-0.034498571625445035
1298,1.351724034700573,0.9566237038373947,279,0.08558986535295844,114.6,0.9442424160242081,3.3492151510715487,416.0,2162.1,326.27,10384000,0.006177663776907138
1299,1.201224169664944,0.9304234772920609,279,0.07942062065936625,133.1,0.9644029086828232,3.0637205719947813,416.0,2167.95,329.87,10392000,-0.010216537781670922
1300,1.141526274885183,0.9390879446268081,279,0.07816169612109661,133.1,0.9023632806539535,3.0111014258861544,416.0,2167.94,329.74,10400000,-0.008411634175572544
1301,1.2337473576735156,0.952598380446434,279,0.09677077731117606,133.1,0.8790083765983582,3.4331651163101196,414.20000000000005,2135.08,326.16,10408000,-0.007933144726321189
1302,1.2521094243102504,0.9410303926467896,279,0.1160302285477519,133.1,0.9351988887786865,3.734365986585617,414.20000000000005,2135.23,328.42,10416000,-0.010100200325250625
1303,0.8187683268132127,0.9578404653072358,279,0.057832147479057315,133.1,0.9515893548727036,2.747735275030136,414.20000000000005,2129.66,327.83,10424000,-0.009943799779866822
1304,1.5331607683062265,0.9518004375696182,279,0.10542890985496342,133.1,0.9566239053010941,3.5867099845409394,413.1,2081.16,324.25,10432000,-0.015019685250590555
1305,0.9858033143756225,0.9563209557533264,279,0.07055844327434897,133.1,0.9488133114576339,2.8960753989219667,414.20000000000005,2078.49,322.32,10440000,0.0003243920937529765
1306,1.5430091470171492,0.8927378445863724,279,0.10719262371771038,100.9,0.9250005495548248,3.653806742429733,413.1,2062.89,316.32,10448000,-0.022685514794429765
1307,1.0372474736978503,0.9403591758012771,279,0.06449784469790756,90.9,0.9601406067609787,2.728036139011383,413.1,2045.9,312.88,10456000,0.005784742867108434
1308,1.2466816504404143,0.8794695222377777,279,0.11565255424939096,89.8,0.9746281331777573,3.5595989131927492,413.1,2022.51,307.79,10464000,-0.026593777542002497
1309,1.150567792300415,0.9197404152154922,279,0.0962159059708938,88.0,0.9431465458869934,3.137406196594238,413.1,2001.18,303.09,10472000,-0.017625598737504335
1310,1.1350569541194684,0.9208513587713242,279,0.07807968107052148,88.0,0.9126375639438629,3.090005452632904,413.0,1994.92,302.26,10480000,-0.019976869022939353
1311,0.8265385742586148,0.9507349705696106,279,0.061082595717161896,88.0,0.9018930834531784,2.889895029067993,409.40000000000003,2008.63,304.45,10488000,-0.0029635672838776374
1312,1.2023621970722311,0.9398491126298905,279,0.08661291190888733,89.8,0.9506834483146668,3.1943173146247865,409.1,2029.09,308.63,10496000,-0.027715570943037164
1313,0.9180770595805567,0.9465180480480194,279,0.07473880281671881,90.9,0.9613644540309906,3.0020331168174743,409.1,2041.15,312.36,10504000,-0.007047343912418001
1314,0.8430724351829093,0.9644125759601593,280,0.07088734410237521,90.9,1.0040760904550552,2.851042301058769,410.3,2049.88,314.01,10512000,-0.011002551743295043
1315,0.9316555875292378,0.9596683204174041,280,0.07202637552283704,90.9,0.9787061417102814,2.920877596139908,410.3,2047.63,313.3,10520000,-0.014626282578974496
1316,1.128422586673333,0.8805891942977905,280,0.1189077716646716,113.5,1.020599839091301,3.548479387760162,413.3,2038.85,313.55,10528000,-0.03361333444539923
1317,1.1642762199507417,0.8723192799091339,280,0.09495451254304499,90.7,1.027557037472725,3.121587510108948,409.1,2011.68,303.77,10536000,-0.027609421133529394
1318,0.9624722628547583,0.8829667091369628,280,0.06502637849189341,87.8,0.9798588740825653,2.6072357380390168,408.1,1987.52,297.62,10544000,-0.007044625552371144
1319,1.6000131212566766,0.8521878355741501,280,0.13595459274947644,87.8,0.961553647518158,3.882054979801178,408.1,1991.82,300.71,10552000,-0.020926504839444533
1320,1.3400351445245955,0.9143002879619598,280,0.13363881034776567,87.8,0.8987912249565124,3.977512732744217,406.30000000000007,1991.09,302.85,10560000,-0.004288598560669925
1321,0.8718213553552849,0.9287679094076157,280,0.07069258090108634,96.10000000000001,0.9298746371269226,3.0333252108097075,406.30000000000007,2007.94,307.27,10568000,-0.005427294303663075
1322,0.8847706396667891,0.95358538210392,280,0.0713522024359554,96.10000000000001,0.9377492612600327,2.973924540281296,407.30000000000007,2012.65,309.69,10576000,-0.021247591376304626
1323,0.7642641396991595,0.9597906869649887,280,0.04630456289276481,96.10000000000001,0.9671275985240936,2.367121171951294,407.30000000000007,2031.37,310.58,10584000,-0.008960483370465226
1324,1.1195108454922045,0.9591627442836761,280,0.09005369377322495,96.10000000000001,0.9123687440156937,3.1409030187129976,403.40000000000003,1984.43,306.64,10592000,-0.009034378788783215
1325,1.2908520746549865,0.9513313257694245,280,0.11526201264932752,96.10000000000001,0.8889474421739578,3.705345548391342,403.40000000000003,1984.43,306.64,10600000,-0.0023313394119031726
1326,1.0044783513559112,0.9591799557209015,280,0.08375925585627556,96.10000000000001,0.9247287464141846,3.263105946779251,411.50000000000006,2014.42,308.83,10608000,-0.013073035078705289
1327,0.8618801189442504,0.9497166734933853,280,0.07553476238623262,96.10000000000001,0.9817448908090591,2.9719820642471313,416.1,2036.58,309.54,10616000,-0.008525139609118923
1328,0.8407412845413278,0.9426627624034881,280,0.060236239777877926,96.10000000000001,0.968542475104332,2.564585998058319,416.1,2028.35,308.35,10624000,-0.012438875684601954
1329,1.2742588726446884,0.9225389355421066,280,0.134347449792549,96.10000000000001,0.9618832838535308,3.7936073219776154,416.1,2036.05,309.66,10632000,-0.04131181082135299
1330,1.1375979153129687,0.9364750236272812,280,0.12589459841139614,105.1,0.9383738261461257,3.6219841766357423,416.1,2036.5,310.15,10640000,-0.014089590443763882
1331,0.9800243855302122,0.9370749604701996,280,0.09170815312769263,105.1,0.9703937911987305,3.3117070519924163,417.0,2013.86,309.4,10648000,-0.020345361827057786
1332,0.9476122297532206,0.8932906943559646,280,0.0792440637666732,116.80000000000001,1.0490386718511582,2.8643198668956757,417.0,2023.99,312.21,10656000,-0.013525063135894015
1333,0.9375247061538425,0.9309924155473709,280,0.07130315795540809,116.80000000000001,0.9638746309280396,2.6557619374990464,417.0,2029.4,311.69,10664000,-0.01824218001042027
1334,1.0891031797772244,0.9548629754781723,280,0.1080076886434108,116.80000000000001,0.8933963853120804,3.5447191226482393,417.0,2036.4,312.08,10672000,0.005399793074466288
1335,1.3866062760046824,0.9423536747694016,280,0.1297422572504729,118.89999999999999,0.9052139550447464,3.953542205095291,417.0,2047.04,315.67,10680000,-0.0282629292155616
1336,1.085824619330651,0.9364509057998657,280,0.08153527604416012,118.89999999999999,0.9750430566072464,3.2187124621868133,417.1,2030.41,315.32,10688000,-0.009299969302956014
1337,1.2351582203584266,0.9659371399879455,280,0.10820910469628871,118.89999999999999,0.9404486387968063,3.4551713252067566,418.09999999999997,2031.09,316.06,10696000,0.0004706578754121438
1338,1.8313337939677619,0.9445504975318909,280,0.17951375695876778,118.89999999999999,0.932778697013855,4.528084101676941,418.09999999999997,2000.93,315.99,10704000,-0.02826290182885714
1339,1.112743037779343,0.9534178704023362,280,0.0806479247380048,118.89999999999999,0.9442759954929352,3.121957550048828,418.09999999999997,2005.77,318.47,10712000,-0.007719917334034107
1340,0.7682607476745248,0.9756938254833222,280,0.04624020408838987,118.89999999999999,0.9570841771364212,2.4331117630004884,417.1,2004.43,320.12,10720000,-0.0036785249700187705
1341,1.2535470377890094,0.9516383588314057,280,0.10247566713951528,118.89999999999999,0.9221655458211899,3.4908613884449005,418.2,2018.59,323.55,10728000,-0.018392141078948043
