epoch_idx,grad_norm,explained_variance,fps,value_loss,P01:episode_rewards,policy_entropy,advantage_norm,P09:episode_rewards,episode_length,PMM:episode_rewards,frames,policy_loss
673,0.9724280308687833,0.7128203046321869,279,0.10714035235345364,77.0,1.0001842147111892,2.9012943041324615,293.5,1528.15,182.43,5384000,-0.00620661251799902
674,1.2093395779322895,0.636937450170517,279,0.08931371523998678,77.9,0.9853472197055817,3.23653581738472,293.5,1522.48,180.03,5392000,-0.0328702671820065
675,1.4612593358360948,0.7070124000310898,279,0.13008789918385447,80.80000000000001,1.0029941558837892,3.640320211648941,308.20000000000005,1538.33,186.23,5400000,-0.033837118123774414
676,1.0391143240038325,0.6976548486948013,279,0.06831225630361587,77.9,0.9937900972366333,2.7746621304750443,293.5,1530.95,182.25,5408000,-0.01319496268290095
677,1.2725169272042909,0.7147885757684708,279,0.07760142022743821,82.8,1.0239927792549133,2.9761326086521147,293.5,1547.35,185.55,5416000,-0.018253793148323892
678,1.0359741041125765,0.7183162665367127,279,0.06492474699392915,82.8,1.0198979735374452,2.6276873636245726,293.5,1545.64,183.31,5424000,-0.013310478258645161
679,1.6205187281332414,0.7519320845603943,279,0.12790415436029434,82.8,1.0030171936750412,3.6783161771297457,290.3,1551.0,181.9,5432000,-0.02939066079328768
680,1.3607285472583643,0.7283448946475982,279,0.10987712471745908,83.0,1.034253540635109,3.434504952430725,297.1,1558.32,186.01,5440000,-0.048914930526952956
681,0.8568851257392412,0.7696550279855728,279,0.06620240772608668,80.7,1.0402663028240204,2.6502088963985444,299.00000000000006,1549.75,183.28,5448000,-0.014805900046776515
682,1.2536926616223898,0.6325459599494934,279,0.0921809889189899,80.7,1.014082618355751,3.299076693058014,298.0,1557.5,184.27,5456000,-0.03144659446668811
683,1.08319983395548,0.7252425158023834,279,0.07574389670044183,81.0,0.9666302353143692,2.988039834499359,298.0,1557.99,183.83,5464000,-0.006816453657229431
684,0.8225590347683794,0.6886366349458695,279,0.06490637405309826,80.7,1.00891282081604,2.5842111986875533,298.0,1547.81,181.54,5472000,-0.023205668135924496
685,1.4188727387873679,0.6654883241653442,279,0.13697171045932918,81.0,1.0033761167526245,3.6659136062860487,298.5,1543.39,181.02,5480000,-0.01151539822225459
686,1.4106086340986252,0.6935500687360764,279,0.12073585092090071,81.0,1.0125653541088104,3.654061499238014,298.5,1532.85,181.4,5488000,-0.026505528072138986
687,0.9624687940399513,0.7081355303525925,279,0.06959286887198686,80.7,1.0088600647449493,2.743612004518509,298.5,1524.85,178.44,5496000,-0.01761895646806806
688,1.143247305230894,0.7797145974636078,279,0.08703509613405913,82.8,1.0320723396539688,2.9418405938148497,303.0,1538.9,182.41,5504000,-0.02983585135661997
689,1.2152107839296142,0.8044433134794235,279,0.09860505652613938,80.80000000000001,0.9864593130350113,3.318575339317322,298.5,1536.79,183.74,5512000,-0.017996608018584083
690,0.9341012622719199,0.7605438941717148,279,0.06690495560411364,80.80000000000001,1.0126572966575622,2.769816311597824,303.0,1533.3,183.02,5520000,-0.026080653742537832
691,1.2969048651239827,0.7662699317932129,279,0.10549227489158511,78.89999999999999,1.0246474516391755,3.5049077546596528,303.70000000000005,1517.8,179.5,5528000,-0.027914061281771863
692,1.1260544172122524,0.7986614167690277,279,0.08653099433518946,77.4,1.0251513785123825,2.915460737347603,309.1,1506.84,179.04,5536000,-0.024500804493145553
693,1.1557604077843238,0.7968436205387115,279,0.08490602985490113,76.5,1.0133331573009492,2.792663105726242,303.6000000000001,1512.39,178.6,5544000,-0.022237595991464333
694,1.0119645516827915,0.7660219007730484,279,0.08228666962590069,76.5,0.9970860576629639,2.858896629214287,303.6000000000001,1509.88,177.9,5552000,-0.018891529174070457
695,1.4125309677024507,0.7688153737783432,279,0.13776176933199166,78.89999999999999,0.9937508237361908,3.7190777575969696,303.0,1523.94,177.48,5560000,-0.031173051245277746
696,1.1865725322585567,0.8501601552963257,279,0.09763621050864459,78.89999999999999,1.0021525031328202,3.184451038837433,303.1,1528.11,179.3,5568000,-0.0071579113160260026
697,1.0099170415772136,0.736747567653656,279,0.07368733141105623,78.89999999999999,1.017703001499176,2.7969835686683653,303.1,1533.02,179.36,5576000,-0.022157021280145274
698,1.2955320982401026,0.7583268558979035,279,0.1112559178005904,78.89999999999999,0.9828091382980346,3.4499227982759475,303.0,1517.74,176.65,5584000,-0.015812757184612565
699,1.347588568430783,0.7105697464942932,279,0.11288701399229467,78.89999999999999,0.9819254291057586,3.598064376115799,303.0,1523.64,179.78,5592000,-0.01567521505523473
700,1.0976535654685389,0.8124656063318253,279,0.07148784952238202,79.0,0.9815272057056427,2.93763916015625,303.0,1533.95,181.95,5600000,-0.009585476659121923
701,1.3178935814441466,0.827906709909439,279,0.10345466120168567,79.0,0.9401619583368301,3.4964103162288667,303.1,1538.91,183.38,5608000,-0.013145712713740067
702,1.2909070124002142,0.8202229911088943,279,0.10261335169896484,80.80000000000001,0.9897124010324478,3.502386234998703,309.3,1559.89,191.33,5616000,-0.027618418367637787
703,1.6764312033535538,0.7905202347040177,279,0.17279553885571658,82.0,1.0146646827459336,3.9015595722198486,312.1,1587.23,199.54,5624000,-0.04874367399774201
704,1.102432377701421,0.8227628237009048,279,0.10002702205441892,93.7,1.0103897261619568,3.0998281514644623,312.1,1598.87,202.99,5632000,-0.012479928707471118
705,1.6729287779136994,0.8098149400949478,279,0.19477684826590122,93.7,0.9581633597612381,4.169501268863678,329.2,1604.54,207.79,5640000,-0.030083197799394838
706,1.119455839050092,0.829621062874794,279,0.08475596694275737,82.0,0.9713796871900559,3.0324030578136445,329.2,1607.91,205.94,5648000,-0.024098399144713768
707,1.1187863538963247,0.7629809421300888,279,0.10240218350663781,82.0,0.9727544891834259,2.8349761176109314,329.2,1611.9,206.44,5656000,-0.021909707315353445
708,1.3564460216900138,0.8146717000007629,279,0.10695213868282735,82.0,0.9576923781633377,3.3555853843688963,331.20000000000005,1615.82,208.51,5664000,-0.02824013196688611
709,1.8996277152903684,0.7373838776350021,279,0.20653131870087235,82.0,0.9384540814161301,4.375250254869461,331.20000000000005,1617.48,208.53,5672000,-0.036322801839087336
710,0.8053694216387582,0.7660681974887847,279,0.04416771977674216,82.0,1.02258416056633,2.2450123596191407,329.2,1613.49,207.82,5680000,-0.013580638246494345
711,1.268696047069176,0.7898181974887848,279,0.0767428825981915,94.6,0.9665183842182159,2.936145604848862,320.9000000000001,1624.96,208.69,5688000,-0.03140477540265465
712,1.534824101478923,0.7950522136688233,279,0.13320636419579387,94.6,0.9230203104019165,3.713208283185959,320.9000000000001,1621.09,207.88,5696000,-0.02363407352626382
713,1.1742122183336219,0.8081803131103515,279,0.09253280151635408,98.60000000000001,0.967840273976326,3.2526391279697418,320.9000000000001,1627.32,210.89,5704000,-0.01890630914713256
714,1.0627125285240693,0.8749770015478134,279,0.07999085892923176,98.60000000000001,0.9470672363042831,3.008216913938522,320.9000000000001,1621.28,210.86,5712000,-0.014665899435058236
715,1.6395260629044701,0.7767358022928238,279,0.19670468264259397,94.6,0.9528125494718551,4.263485243320465,329.40000000000003,1604.82,211.52,5720000,-0.02174091618100647
716,1.417495015655097,0.7301127898693085,279,0.11622382518835365,94.6,0.9550215828418732,3.424752767086029,329.80000000000007,1588.89,212.55,5728000,-0.024818641794608992
717,1.2869971047668074,0.7791914433240891,279,0.0972983624972403,98.2,0.9620226609706879,3.224233694076538,329.80000000000007,1598.37,216.99,5736000,-0.025679245010251178
718,1.3861610940470062,0.6999520498514176,279,0.11665087318047881,90.10000000000001,0.9829024648666382,3.5194592869281767,329.80000000000007,1588.0,214.34,5744000,-0.01811307833326282
719,1.2421715283141015,0.6650144702196121,279,0.11428810684941709,93.7,1.0046339696645736,3.3856055200099946,329.80000000000007,1591.12,215.28,5752000,-0.01977694303262979
720,0.9912020223760181,0.826390054821968,279,0.06231992502231151,98.5,0.9964830303192138,2.5590765464305876,328.0000000000001,1593.39,211.67,5760000,-0.02147930171668122
721,1.653444324619389,0.8372480595111846,279,0.14556196682155131,98.5,0.9357984346151352,3.8497370421886443,318.1,1572.49,207.39,5768000,-0.017024912330671212
722,1.4555318753312063,0.8375639468431473,279,0.10490224487148225,98.5,0.969359410405159,3.4009917891025543,318.1,1570.29,205.22,5776000,-0.022214144924655555
723,1.1506566558503366,0.8082484537363053,279,0.11519701482728123,98.5,0.977330071926117,3.2386795246601103,319.1,1563.22,203.93,5784000,-0.019038024136098102
724,1.3574290597801908,0.7941757965087891,279,0.1431309520592913,98.5,0.9394074946641922,3.7699374079704286,317.2,1562.0,202.76,5792000,-0.0041638336988398805
725,1.1142344295763627,0.8044539165496826,279,0.08846778291743249,98.5,0.947878338098526,3.0956661850214005,309.40000000000003,1570.09,200.95,5800000,-0.017731191783677786
726,1.278044322550274,0.7766090053319931,279,0.1023240505810827,101.7,0.9765486937761306,3.3871779096126557,311.20000000000005,1578.69,204.79,5808000,-0.026724851866601965
727,1.1529610395405152,0.7248081564903259,279,0.10259966878220439,101.2,0.9840651196241379,3.479295119047165,317.2,1581.51,208.16,5816000,-0.009997860963921993
728,1.0745880487195574,0.757477855682373,279,0.083996418886818,101.80000000000001,0.9696584647893906,2.863918441534042,313.40000000000003,1583.71,206.27,5824000,-0.020548490774526727
729,1.3722901564451317,0.775233501791954,279,0.11291966605000198,99.69999999999999,0.9246140402555466,3.4048572218418123,313.40000000000003,1586.78,206.03,5832000,-0.01839123170590028
730,1.2552002539108442,0.8114983689785004,279,0.08745265753474087,96.7,0.9627838212251664,3.1697434508800506,309.2,1561.99,203.82,5840000,-0.027648058799095453
731,1.3074536737750422,0.787654902935028,279,0.08981340470723807,99.69999999999999,0.9751822483539582,3.3302591824531556,317.40000000000003,1578.43,209.09,5848000,-0.022230405021691695
732,1.3229631991210746,0.6552540069818497,279,0.10983113775961101,100.0,0.9618990403413773,3.458400958776474,317.40000000000003,1593.4,211.35,5856000,-0.01975151671882486
733,1.3959486947865523,0.8076786857843399,279,0.11987409832887351,99.69999999999999,0.9615176039934158,3.5165820264816285,320.1,1591.8,209.46,5864000,-0.0350392923707841
734,1.1437715204809564,0.77652976334095,279,0.07235072686802596,99.69999999999999,0.9642951506376266,2.817706376314163,320.1,1604.56,211.46,5872000,-0.011330728291650303
735,1.2291994346751987,0.7736343318223953,279,0.07709310380741954,99.69999999999999,0.9922731578350067,2.9889489579200745,320.1,1602.98,208.88,5880000,-0.01787594919092953
736,1.4901311585339898,0.776580885052681,278,0.09257107742130756,99.69999999999999,0.986450166106224,3.234767005443573,320.1,1620.01,210.1,5888000,-0.016459260942356196
737,1.25940766528624,0.7595575070381164,278,0.09099955381825567,96.7,1.0012314492464065,3.315704729557037,317.3,1607.75,203.9,5896000,-0.025895017433331304
738,2.1134897487215403,0.17359195053577423,278,0.21070131433196365,22.900000000000002,0.7324876883625984,4.753104467988014,320.1,1463.87,179.12,5904000,-0.04390295715769753
739,1.1272117002961537,0.07078982055187226,278,0.04018761401064694,0.0,0.7896808522194624,2.367576049566269,273.2,787.13,78.69,5912000,-0.004864238653972279
740,0.7388092498399259,0.5397536891698838,278,0.040531335272826256,0.0,1.0361580339446663,2.29391155064106,264.50000000000006,709.99,67.17,5920000,-0.010325864081387408
741,0.7427881412633052,0.13330933153629304,278,0.03792920043226331,0.0,0.9758030596375465,2.2770894926786425,19.0,298.92,6.98,5928000,-0.010714344057196285
742,0.8257294007914047,0.66113460958004,278,0.04198287311941385,0.0,1.0164317399263383,2.264773623943329,16.200000000000017,283.73,6.18,5936000,-0.007941329726454569
743,0.9188682504045744,0.8732218897342682,278,0.053151549166068436,0.0,0.9849512600898742,2.5944595062732696,20.10000000000001,313.56,10.57,5944000,-0.0029275377074372954
744,0.9435542720302472,0.7724114805459976,278,0.06034014002420008,0.0,0.9987759292125702,2.813143813610077,23.10000000000001,357.35,15.22,5952000,-0.01139801243902184
745,1.6337290462927185,0.7122141075134277,278,0.2132699800794944,0.0,0.9871317911148071,3.8349398601055147,94.10000000000001,478.98,29.58,5960000,-0.012843433471571188
746,0.9261033155924683,0.6946803915500641,278,0.060319443959742786,0.0,1.0123946434259414,2.555051593184471,95.70000000000006,489.42,30.6,5968000,-0.019261600056197495
747,1.0327089111468488,0.6641516810655594,278,0.0791204566694796,0.0,1.0240566313266755,2.984342837333679,124.30000000000003,595.5,39.22,5976000,-0.021100839522550815
748,1.6077178839656847,0.7956990486383438,278,0.12417027093935758,0.0,1.0105465650558472,3.681765100955963,139.10000000000002,667.93,48.06,5984000,-0.028705671390052884
749,0.6512382944945937,0.7890206074714661,278,0.04568022166378796,0.0,1.0349247199296951,2.2810435700416565,146.00000000000006,723.19,56.86,5992000,-0.006885172489564866
750,1.355723150916323,0.8200148820877076,278,0.12559460307471454,0.0,0.997813835144043,3.5564444255828858,199.20000000000016,779.39,64.31,6000000,-0.02159430916333804
751,1.4619907741504887,0.6795012259483337,278,0.1350237884093076,1.0,0.9968070280551911,3.782536196708679,238.0,904.96,82.04,6008000,-0.02886033271846827
752,0.7539601342652134,0.7279630875587464,278,0.05196771691087634,1.0,0.982249750494957,2.3831554758548736,239.5000000000001,938.56,86.87,6016000,-0.010975322620070074
753,1.414726076144098,0.8125205034017563,278,0.12243088201154023,1.0,0.9481636756658554,3.6376315838098527,246.70000000000005,984.54,92.91,6024000,-0.035055380407720806
754,1.3921266724830343,0.7958852577209473,278,0.1014635263197124,1.0,0.9887411946058273,3.5092689037322997,283.0000000000001,1055.95,105.3,6032000,-0.017320039815385827
755,0.9311412452970977,0.746592590212822,278,0.06942727823741734,1.0,1.0105870318412782,2.809781839847565,310.1000000000001,1135.34,120.93,6040000,-0.008635321546462365
756,1.1019192689199664,0.7276538997888565,278,0.07851219871547073,1.0,0.9810077446699143,2.940861005783081,320.9000000000001,1182.84,128.55,6048000,-0.0273399751377292
757,1.2723835521119886,0.8310882306098938,278,0.09347795589827002,1.0,0.9470655119419098,3.3051223331689834,320.9000000000001,1192.46,129.72,6056000,-0.019397378897847376
758,1.477846255981664,0.7301690536737442,278,0.12637777391355484,6.9,0.9925548529624939,3.815593831539154,335.1,1315.38,150.53,6064000,-0.015543831286486239
759,0.9598591676802044,0.7348967099189758,278,0.06658760870806874,14.700000000000001,0.9973065692186356,2.7514630341529847,337.1,1383.52,161.73,6072000,-0.016891684352303857
760,1.5608404008529906,0.6856606322526931,278,0.10097098285332322,41.8,1.0115125077962874,3.488347898721695,337.1,1456.52,169.54,6080000,-0.036732233744114634
761,0.746874112554784,0.7970733952522278,278,0.05121341209858656,53.0,1.024330969452858,2.4492883110046386,337.1,1492.21,171.05,6088000,-0.010371075904113241
762,0.8514407678698237,0.7949419760704041,278,0.06188450826797634,53.0,1.0099792951345443,2.547696142196655,337.1,1491.12,170.74,6096000,-0.012245278667251114
763,1.2689429493919453,0.7780230188369751,278,0.1019060421967879,55.7,0.9830820232629776,3.268368250131607,337.1,1490.47,172.85,6104000,-0.026514879582682626
764,2.009716628373395,0.8179537492990494,278,0.18294278448447585,55.7,0.9435605329275131,4.217443467378616,338.0,1491.17,175.27,6112000,-0.01795133822481148
765,1.131085333758121,0.8120548784732818,278,0.09351758453063667,56.0,0.9733718752861023,3.194818078279495,338.0,1498.06,181.3,6120000,-0.024918213108321652
766,1.4005497918974947,0.8556635254621505,278,0.11361611033789813,56.0,0.9684928542375565,3.563534851074219,339.00000000000006,1501.27,185.49,6128000,-0.021037355259177274
767,1.881484452308367,0.8235162425041199,278,0.17293482219800352,56.0,0.9755444830656052,4.472337865829468,339.00000000000006,1502.18,191.03,6136000,-0.03750141189433634
768,0.9488987339695543,0.8210059654712677,278,0.06342745228670538,56.0,0.9926692938804627,2.692953287363052,339.00000000000006,1508.32,194.58,6144000,-0.008632984813302755
769,1.2575926174917498,0.789214305281639,278,0.09561209798790514,55.7,1.0011026120185853,3.1271297836303713,339.00000000000006,1498.54,193.17,6152000,-0.013714874582947232
770,1.300330518978905,0.7713283377885819,278,0.10282236124388873,55.7,0.991561843752861,3.4849199092388154,339.00000000000006,1501.56,192.96,6160000,-0.04052364758390468
771,1.4132014978496437,0.755086190700531,278,0.12134811334311962,55.7,0.9962941128015518,3.8381269192695617,339.00000000000006,1512.63,197.26,6168000,-0.015984789698850362
772,0.8953572884061944,0.794957913160324,278,0.057548142285086215,55.7,0.9992701798677445,2.5738479042053224,339.00000000000006,1522.82,200.27,6176000,-0.0050500738940900194
773,1.2972626689894853,0.8356877154111862,278,0.11288980419747531,55.7,0.9867958766222,3.4544620871543885,336.20000000000005,1518.97,200.53,6184000,-0.02479818620631704
774,1.3926601719442806,0.794684294462204,278,0.1271457956265658,55.7,0.9897754436731339,3.8842781031131746,330.90000000000015,1515.03,200.42,6192000,-0.0241199431323912
775,1.2060251407593403,0.8017312920093537,278,0.09477273244410753,55.7,1.0174499428272248,3.2527901554107665,348.1,1521.58,204.45,6200000,-0.019252378083474467
776,1.255477845129038,0.895129942893982,278,0.08459255509078503,56.0,0.9622376775741577,3.1250449240207674,348.1,1532.59,208.46,6208000,-0.02319908034289256
777,1.5834180344617383,0.8707766699790954,278,0.138481110567227,56.0,0.9518878781795501,3.9130857694149017,335.40000000000015,1537.33,209.12,6216000,-0.02917461704200832
778,1.190733588750439,0.7538101816177368,278,0.115288316430524,56.0,0.984359735250473,3.457593857049942,327.20000000000005,1540.53,207.72,6224000,-0.01879507608653512
779,1.1199705163390727,0.8062453299760819,278,0.08217646682634949,56.9,0.972959748506546,3.1519633197784422,328.1,1559.6,213.11,6232000,0.002932354282529559
780,1.7730485930677293,0.7845399701595306,278,0.1551918218936771,69.5,0.9374388438463211,4.285401610136032,329.5,1593.53,222.89,6240000,-0.0289117781445384
781,1.4900739449240923,0.7630051577091217,278,0.13713599367067217,79.6,0.9811145544052124,3.927806897163391,329.5,1608.02,230.85,6248000,-0.02012019658839563
782,1.1540287173092223,0.8732964044809342,278,0.08512318339198828,85.80000000000001,0.9345307177305222,3.12926407456398,335.50000000000017,1628.39,238.13,6256000,-0.014572963643586264
783,1.5034763887414635,0.7998569750785828,278,0.13089543174020946,89.6,0.9525283110141755,3.7716883277893065,349.40000000000003,1645.39,243.78,6264000,-0.027505554466479225
784,1.0582249608088317,0.8035037970542908,278,0.07735712436959147,92.7,0.9686804211139679,2.9929283380508425,349.40000000000003,1652.34,245.92,6272000,-0.0034230177651625128
785,1.6461913140794135,0.7717577749490738,278,0.14122343972325324,97.5,0.9370937746763229,3.9950173008441925,335.9000000000002,1663.0,248.34,6280000,-0.016526930120307953
786,1.5217486197149679,0.7382611805200576,278,0.12114740411750972,97.5,0.9533318012952805,3.7723751103878023,341.3000000000001,1662.17,247.99,6288000,-0.028014969450887293
787,1.0269177946501025,0.7367846530675888,278,0.09600009770132602,97.2,1.0374169170856475,3.1857356250286104,353.1,1675.44,246.54,6296000,-0.0217467429372482
788,1.1669218957510856,0.7710998541116715,278,0.07308080503251403,97.2,1.012214918732643,2.823246946334839,341.3000000000001,1669.62,243.27,6304000,-0.021131573208258488
789,0.9959733343774123,0.7657853525876999,278,0.07834612349979579,97.2,0.9986736458539963,3.1290017342567444,341.3000000000001,1669.5,242.48,6312000,-0.009053912058006972
790,1.8379804335904624,0.7655618453025818,278,0.18977280084975065,103.6,0.9762287062406539,4.585203193426132,339.1,1690.85,247.14,6320000,-0.0467863460049557
791,1.2411575035746287,0.7773026508092881,278,0.1043779390770942,104.0,0.9849393326044082,3.4148668909072875,339.1,1700.2,252.28,6328000,-0.011533483990933745
792,1.4729752415475905,0.7986094427108764,278,0.1390732332225889,104.0,0.998194168806076,3.7843683207035066,339.1,1678.34,250.46,6336000,-0.028719826207961888
793,1.5844159388170673,0.7805278933048249,278,0.13302872960455717,104.0,0.969405557513237,3.9032416009902953,334.50000000000006,1665.91,245.77,6344000,-0.029219335487578064
794,1.0705895521887205,0.7780660843849182,278,0.08545336208771914,104.0,0.9673756784200669,3.096802970170975,334.0,1645.6,241.08,6352000,-0.024375259250518866
795,0.8046390979141199,0.8021516931056977,278,0.04853729599621147,104.0,0.9686154419183731,2.294854831695557,334.0,1644.82,240.21,6360000,-0.013831050483277067
796,1.4920463471647876,0.8042629224061966,278,0.1268487888481468,104.0,0.9493019986152649,3.720209854841232,332.0,1639.38,233.53,6368000,-0.011097968967515043
797,1.1338557537924736,0.8430545938014984,278,0.07353748570661992,104.0,0.9857796037197113,2.952562753558159,334.50000000000006,1633.12,233.34,6376000,-0.022233740081137512
798,0.8313110938872069,0.7621281486749649,278,0.054903554790653286,107.60000000000001,0.9683004420995712,2.552215791940689,334.50000000000006,1642.26,236.51,6384000,-0.017179423819616204
799,1.3198846974763154,0.8392385774850846,278,0.11394986639730632,107.60000000000001,0.9360782504081726,3.661198704242706,334.50000000000006,1636.66,232.88,6392000,-0.008875058905687183
800,1.6327682171242066,0.758221680521965,278,0.15574257906526326,110.69999999999999,0.9672219264507294,4.35550486445427,334.50000000000006,1636.66,233.91,6400000,-0.039851496664923616
801,1.1821011418244005,0.7433803325891495,278,0.08327224241569638,104.0,0.9858817505836487,3.2136972200870515,334.50000000000006,1623.44,227.59,6408000,-0.018602689785475378
802,1.045584273210807,0.8258101558685302,278,0.07324038917198777,104.0,0.9910446935892105,2.849810562133789,339.1,1620.62,228.69,6416000,-0.021880496373396455
803,1.612611910588419,0.7991189008951187,278,0.15664306052029134,104.0,0.9642483139038086,4.143160486221314,334.50000000000006,1634.91,230.2,6424000,-0.02657288435625105
804,1.1565795553235068,0.7971722549200058,278,0.09927042920142412,103.8,0.9702245116233825,3.2291384315490723,339.1,1632.18,227.63,6432000,-0.0296414507512236
805,1.3490149866244479,0.8666564834117889,278,0.10997226365841925,103.8,0.9680372613668442,3.4605648422241213,339.1,1628.45,226.25,6440000,-0.011176180258626118
806,0.9696248951642574,0.818619419336319,278,0.08013128506951034,101.7,1.0074065154790879,2.9228880441188814,339.20000000000005,1631.2,225.3,6448000,-0.024931167488684878
807,1.383385527589141,0.7413281559944153,278,0.11607438910752535,101.7,1.0116697871685028,3.6644037175178528,334.1,1614.12,221.65,6456000,-0.016927879256545566
808,1.473003030559679,0.7649747669696808,278,0.11730553470551967,101.7,0.9962805354595184,3.6606947338581084,335.40000000000003,1619.0,224.23,6464000,-0.013779146404704078
809,1.2573207057950386,0.7887963348627091,278,0.09718553508166224,97.9,0.9809540492296219,3.1541307747364042,341.2,1612.61,224.83,6472000,-0.03695787600823678
810,1.2837193515472591,0.8196130985021591,278,0.11214321336708963,97.9,0.9790910047292709,3.7427977538108825,349.3,1628.02,229.49,6480000,-0.022568549036514014
811,1.5053533961902232,0.8480006891489029,278,0.13438567746430635,97.9,0.9804848372936249,3.6588011145591737,352.3,1614.67,225.64,6488000,-0.027392760562797776
812,1.2025148154759095,0.848258495926857,278,0.09634150350466371,97.9,0.9629787147045136,3.1872633522748948,352.3,1622.35,226.84,6496000,-0.0144791929947678
813,1.3326243856167341,0.8510719221830368,278,0.11110898874700069,89.8,0.964957469701767,3.687291305065155,352.3,1627.69,227.15,6504000,-0.007157666106140823
814,1.487897456530773,0.8532631492614746,278,0.12355899849906564,98.10000000000001,0.9671372097730636,3.7899606895446776,352.3,1635.25,231.98,6512000,-0.028609906641067936
815,1.4628908063748938,0.8001490873098374,278,0.10542911238968372,89.3,1.0405677682161332,3.547962716817856,355.20000000000005,1649.48,236.78,6520000,-0.02526631307322532
816,0.8602046169339783,0.8676021009683609,278,0.06023900537285954,89.3,0.9853338873386384,2.655041687488556,355.20000000000005,1649.35,237.36,6528000,-0.001472167006395466
817,1.2819883121047801,0.8792018902301788,278,0.09027205150574445,83.0,0.961582270860672,3.2022214555740356,355.20000000000005,1639.83,234.3,6536000,-0.0286871445849647
818,1.5991777105910947,0.8312802803516388,278,0.12989193732850254,82.10000000000001,0.9679635059833527,3.8692579329013825,355.20000000000005,1634.79,234.87,6544000,-0.00814776743791981
819,1.0855080988515542,0.8472488224506378,278,0.0728786355117336,82.10000000000001,1.016283050775528,2.881765341758728,357.2,1644.89,242.01,6552000,-0.017359820385026977
820,1.2824514868337908,0.8586252295970916,278,0.08917843025177717,82.10000000000001,0.9875822377204895,3.178775181770325,355.40000000000003,1642.93,243.4,6560000,-0.01410017182584852
821,1.6467017087098978,0.7558615607023239,278,0.15499609406106174,82.10000000000001,0.9712246227264404,4.13982192158699,355.40000000000003,1639.42,244.17,6568000,-0.021208336203271755
822,2.2449979628650145,0.8482977932691574,278,0.21180424677208065,92.7,0.9599891692399979,4.781703088283539,352.3,1666.4,249.04,6576000,-0.042424128142884
823,1.1013347185235913,0.8327981948852539,278,0.0787284838873893,92.7,0.9716716152429581,2.980624624490738,360.1,1675.69,253.16,6584000,-0.02286269890377298
824,1.1896283644187313,0.858838574886322,278,0.0894739717617631,92.7,0.9195954698324204,3.217672553062439,360.1,1679.95,252.66,6592000,-0.011762212282046675
825,1.939041899188355,0.854636892080307,278,0.18830251485109328,117.30000000000001,0.9269148397445679,4.438061580657959,359.1,1679.14,256.78,6600000,-0.026849517516566265
826,1.1373509885614304,0.8006487905979156,278,0.08539142534136772,120.9,0.9495706194639206,3.005244368314743,359.1,1681.83,259.13,6608000,-0.013743239884825016
827,1.039245417933789,0.798814862370491,278,0.06967473581433296,118.2,0.9629187911748887,2.7571449065208435,359.1,1682.91,258.47,6616000,-0.007324763663345948
828,1.6841373964887858,0.42075149655342103,278,0.12310096492990852,67.9,0.8614310379698873,3.667548261880875,350.0,1607.93,234.21,6624000,-0.04929308637576469
829,0.891147061824543,0.33347314953804014,278,0.03995564511511475,0.0,0.9958791572414338,2.31492524266243,338.0,1265.27,172.77,6632000,-0.00818482282338664
830,0.7871040215174563,0.7342620003223419,278,0.03637735418975353,0.0,1.056710142493248,2.0960597336292266,338.0,1250.96,170.43,6640000,-0.008120469032146502
831,1.2560304452889766,0.7674803775548935,278,0.0818461776105687,0.0,1.0018115067481994,3.075480842590332,336.1,1210.08,157.78,6648000,-0.01903695028522634
832,1.1040654462501591,0.7749751526117324,278,0.08250361316837371,0.0,0.997405995130539,3.0413835823535917,336.1,1221.32,160.2,6656000,-0.013821002433651301
833,0.8476883762346341,0.7819130170345306,278,0.059616781887598336,0.0,1.0275513470172881,2.5172107183933257,336.1,1205.58,155.7,6664000,-0.012009682483039796
834,1.4167357378266165,0.8580565023422241,278,0.09893240632023663,0.0,0.9608428186178207,3.3627113199234007,331.20000000000005,1207.31,153.6,6672000,-0.018228170219342987
835,1.2070360338359756,0.8745576363801956,278,0.10196870426647366,0.0,0.9912775188684464,3.2421481192111967,319.6000000000001,1203.86,150.72,6680000,-0.0163342805832508
836,1.49709348750268,0.8223736625909805,278,0.11592021331191063,0.0,0.9988632100820541,3.3725364196300505,319.6000000000001,1204.38,149.72,6688000,-0.019267013671342283
837,1.2869276953892885,0.7690161937475204,278,0.11707836060784757,0.0,0.955659059882164,3.588034361600876,317.2,1195.11,146.44,6696000,-0.029194814250804484
838,1.5225935933362746,0.7812272292375565,278,0.15207647838629781,0.0,0.9760104084014892,3.946561336517334,306.2,1182.35,141.68,6704000,-0.024787409146811115
839,1.308957432079094,0.8033750343322754,278,0.10823076657950878,0.0,1.0231882452964782,3.2597976863384246,305.0,1179.84,139.66,6712000,-0.026070853369310497
840,1.6406041936096825,0.7703498208522797,278,0.12120381573680789,0.0,0.961899881362915,3.4658153676986694,305.0,1177.88,137.1,6720000,-0.03189372935332358
841,1.9192801655045668,0.8884147900342941,278,0.1875022861501202,0.0,1.028165534734726,4.314202950000763,305.2,1162.83,136.21,6728000,-0.026809079270024086
842,1.230081057734626,0.9070725059509277,278,0.0821721061039716,0.0,1.031299262046814,2.9267249631881715,305.2,1158.15,138.27,6736000,-0.012727143622905715
